PRIMARY_KEY,Employer_category,employee_count,Pay,Economic_sector,TYPE_OF_CONTRACT,WORK_CONDITION,labor_force_status,WORKING_HOURS,work_description,JOB_DEP
2251,"ct_8","tr_4",10044,"QB","CDI","P","O",268,"344b","03"
2256,"ct_8","tr_3",43570,"PZ","CDI","C","O",1820,"341a","03"
2257,"ct_9","tr_5",9954,"MA","CDI","P","O",1076,"423b","63"
2264,"ct_9","tr_6",19455,"GZ","CDI","C","O",1923,"551a","03"
2270,"ct_9","tr_2",36649,"DZ","CDI","C","O",1613,"477c","03"
2271,"ct_9","tr_1",19034,"QA","CDI","C","O",1957,"526e","03"
2272,"ct_8","tr_4",14975,"QB","CDI","C","O",1169,"526a","03"
2286,"ct_9","tr_1",18492,"KZ","CDI","C","O",1821,"467a","23"
2290,"ct_9","tr_1",21610,"CM","CDI","C","O",1561,"433c","03"
2295,"ct_9","tr_2",31803,"DZ","CDI","C","O",1868,"625h","03"
2306,"ct_9","tr_3",57949,"FZ","CDI","C","O",1612,"477b","03"
2311,"ct_9","tr_5",13788,"QA","CDI","C","O",3000,"525d","03"
2312,"ct_9","tr_2",20589,"CH","CDI","C","O",1768,"653a","03"
2319,"ct_9","tr_6",14756,"HZ","CDI","C","O",1580,"641a","85"
2320,"ct_9","tr_2",23728,"GZ","CDI","C","O",1103,"344d","03"
2324,"ct_9","tr_6",49997,"CI","CDI","C","O",1981,"477b","03"
2351,"ct_1","tr_6",4596,"OZ","AUT","C","O",719,"532a","36"
2353,"ct_9","tr_6",3593,"GZ","CDD","C","O",377,"551a","03"
2361,"ct_9","tr_5",33744,"CA","CDI","C","O",1809,"652a","13"
2363,"ct_9","tr_0",23134,"FZ","CDI","C","O",1968,"651a","06"
2364,"ct_9","tr_5",52167,"JC","CDI","C","O",1748,"388d","92"
2369,"ct_9","tr_1",10225,"IZ","CDI","C","O",1591,"561d","04"
2381,"ct_4","tr_3",25288,"SZ","CDI","C","O",1820,"461b","13"
2384,"ct_9","tr_6",36258,"MA","CDI","C","O",1820,"477b","13"
2409,"ct_8","tr_2",13600,"QB","CDI","P","O",1238,"526c","04"
2426,"ct_5","tr_6",33476,"MB","CDI","C","O",2088,"461f","13"
2429,NA,NA,7375,"TZ","CDI","C","O",642,"563c","04"
2430,"ct_9","tr_3",3439,"GZ","CDD","P","O",353,"552a","04"
2433,"ct_9","tr_4",5458,"HZ","CDI","P","O",525,"641b","83"
2438,"ct_9","tr_1",11588,"IZ","CDI","C","O",1258,"636d","04"
2439,"ct_8","tr_3",15260,"QB","CDI","P","O",1088,"526a","04"
2450,"ct_9","tr_1",24213,"FZ","CDI","C","O",1734,"477c","04"
2452,"ct_8","tr_2",12868,"QB","CDI","P","O",1238,"526c","04"
2453,"ct_2","tr_2",23299,"OZ","AUT","C","O",1835,"524c","04"
2466,"ct_9","tr_1",20758,"KZ","CDI","C","O",1689,"543b","05"
2467,"ct_8","tr_1",15700,"GZ","CDI","P","O",981,"554a","04"
2470,"ct_9","tr_2",23989,"GZ","CDI","C","O",1563,"462b","04"
2473,"ct_9","tr_3",23994,"GZ","CDI","C","O",1765,"543g","04"
2494,"ct_9","tr_4",32313,"JC","CDI","C","O",1820,"388a","83"
2519,"ct_9","tr_3",20581,"HZ","CDI","C","O",2008,"466c","04"
2527,"ct_9","tr_3",4780,"IZ","APP","C","A",1192,"561d","04"
2536,"ct_9","tr_0",13549,"NZ","TTP","C","O",826,"653a","13"
2543,"ct_8","tr_3",8568,"QB","CDI","P","O",867,"526d","04"
2550,"ct_9","tr_5",20004,"NZ","CDI","C","O",1949,"534a","13"
2559,"ct_8","tr_4",16057,"PZ","CDI","C","O",1962,"525a","04"
2563,"ct_9","tr_4",28012,"DZ","CDI","C","O",1068,"622c","13"
2577,"ct_9","tr_1",11585,"MA","CDI","P","O",1013,"373b","04"
2595,"ct_9","tr_1",7175,"IZ","CDI","C","O",465,"636d","04"
2597,"ct_9","tr_1",16172,"CH","CDI","C","O",1652,"474c","04"
2600,"ct_6","tr_1",3909,"QA","CDI","P","O",237,"542a","04"
2606,"ct_9","tr_1",13339,"GZ","CDI","C","O",1420,"461f","04"
2617,"ct_9","tr_2",15200,"CA","TOA","C","O",1480,"554a","05"
2618,"ct_9","tr_3",21471,"GZ","CDI","C","O",1780,"463c","05"
2619,"ct_9","tr_3",5563,"PZ","CDD","P","O",362,"424a","05"
2624,"ct_2","tr_1",10981,"OZ","AUT","P","O",1378,"525b","05"
2626,"ct_9","tr_1",15800,"FZ","CDD","C","O",1325,"681b","05"
2638,"ct_5","tr_3",22290,"NZ","CDI","C","O",1817,"546b","05"
2665,"ct_9","tr_2",21659,"HZ","CDI","C","O",1956,"521a","05"
2670,"ct_9","tr_2",15927,"FZ","CDI","C","O",1680,"633a","05"
2682,"ct_9","tr_4",21294,"GZ","CDI","C","O",1864,"643a","05"
2696,"ct_8","tr_5",94020,"OZ","CDI","C","O",1806,"344b","05"
2703,"ct_9","tr_3",25614,"HZ","CDI","C","O",1820,"333c","05"
2707,"ct_8","tr_1",10615,"QA","CDI","C","O",1762,"526b","05"
2717,"ct_9","tr_1",9712,"NZ","TTP","C","O",803,"691f","05"
2724,"ct_6","tr_1",19169,"QA","CDI","C","O",1650,"526b","05"
2727,"ct_8","tr_5",9851,"QB","CDD","P","O",815,"434b","05"
2734,"ct_9","tr_5",32279,"KZ","CDI","C","O",1805,"467a","05"
2738,"ct_9","tr_3",11049,"QB","CDI","C","O",1023,"542a","05"
2741,"ct_9","tr_2",25824,"GZ","CDI","C","O",1647,"463c","06"
2742,"ct_9","tr_3",4115,"GZ","CDI","C","O",455,"552a","05"
2744,"ct_7","tr_1",22099,"QB","CDI","N","O",3000,"563a","05"
2747,"ct_7","tr_1",7532,"QB","CDI","N","O",501,"563b","05"
2760,"ct_9","tr_2",11045,"GZ","CDI","C","O",1068,"554c","05"
2768,"ct_9","tr_1",8945,"CA","APP","C","A",1820,"683a","05"
2772,"ct_9","tr_1",9078,"IZ","CDI","C","O",925,"561c","05"
2779,NA,NA,1784,"AZ","TTP","C","O",210,"691d","05"
2786,"ct_9","tr_2",16677,"GZ","CDI","C","O",1764,"551a","05"
2795,"ct_9","tr_1",7453,"FZ","CDI","C","O",833,"632c","05"
2827,"ct_9","tr_3",6347,"GZ","CDD","P","O",825,"542a","06"
2831,"ct_8","tr_1",18839,"SZ","CDI","C","O",1527,"542a","06"
2836,"ct_9","tr_1",30879,"MA","CDI","C","O",1500,"461b","06"
2847,"ct_9","tr_1",13351,"HZ","CDI","C","O",1290,"676a","06"
2850,"ct_9","tr_0",7509,"LZ","CDI","P","O",546,"543g","06"
2859,"ct_8","tr_2",18979,"QB","CDI","C","O",1820,"435b","06"
2866,"ct_9","tr_3",28992,"FZ","CDI","C","O",1820,"477c","06"
2873,"ct_9","tr_1",21899,"NZ","CDI","P","O",1461,"534a","06"
2880,"ct_9","tr_3",34485,"NZ","CDI","C","O",1645,"433a","06"
2881,"ct_9","tr_4",23755,"QB","CDI","C","O",1604,"526d","06"
2882,"ct_9","tr_5",18953,"NZ","CDI","C","O",1971,"534a","83"
2886,"ct_9","tr_1",17939,"CA","CDI","C","O",1922,"554a","06"
2906,"ct_9","tr_5",8560,"GZ","CDI","C","O",918,"554h","06"
2934,"ct_9","tr_5",20568,"GZ","CDI","C","O",1925,"551a","06"
2958,"ct_9","tr_5",10847,"NZ","CDI","C","O",717,"466a","06"
2962,"ct_9","tr_1",15708,"SZ","CDI","C","O",1279,"477b","06"
2963,NA,NA,1289,"MA","CDD","P","O",124,"543b","06"
2968,"ct_9","tr_1",35190,"MA","CDI","C","O",1872,"382b","06"
2981,"ct_6","tr_1",25424,"GZ","CDI","C","O",1843,"433d","06"
2984,"ct_8","tr_4",31411,"PZ","CDI","C","O",1820,"341a","06"
2989,"ct_3","tr_6",21692,"QA","AUT","C","O",1820,"525d","06"
2990,"ct_3","tr_6",65072,"QA","CDI","C","O",1646,"344a","06"
3003,"ct_1","tr_4",26251,"PZ","CDI","C","O",1790,"524b","06"
3022,"ct_9","tr_1",17076,"GZ","CDI","C","O",1366,"462b","06"
3024,"ct_9","tr_6",53408,"CF","CDI","C","O",1795,"374c","92"
3033,"ct_9","tr_6",21351,"CJ","CDI","C","O",1820,"672a","06"
3035,"ct_9","tr_3",17507,"FZ","CDI","C","O",1469,"461b","06"
3037,"ct_9","tr_4",74726,"DZ","CDI","C","O",2043,"479b","06"
3039,"ct_9","tr_1",28347,"KZ","CDI","C","O",1820,"467a","06"
3048,"ct_9","tr_2",11114,"FZ","CDI","C","O",362,"634b","06"
3052,"ct_9","tr_4",14446,"GZ","CDI","C","O",1191,"554a","06"
3060,"ct_8","tr_5",7938,"QB","AUT","P","O",1365,"676e","06"
3062,"ct_9","tr_1",14846,"FZ","CDI","C","O",1820,"632a","83"
3064,"ct_9","tr_6",30098,"HZ","CDI","C","O",1299,"372b","06"
3068,"ct_9","tr_1",35501,"GZ","CDI","C","O",1820,"374a","06"
3074,"ct_9","tr_1",4745,"IZ","CDI","C","O",338,"377a","06"
3081,"ct_9","tr_1",6909,"IZ","CDI","C","O",621,"636d","06"
3093,"ct_9","tr_1",8941,"GZ","CDI","P","O",1014,"554a","06"
3094,"ct_9","tr_1",6118,"FZ","CDI","C","O",2202,"621b","06"
3097,"ct_9","tr_1",13550,"KZ","CDI","C","O",1645,"542a","06"
3098,"ct_9","tr_3",8339,"QA","CDI","P","O",511,"433a","06"
3099,"ct_9","tr_2",14056,"GZ","CDI","P","O",1207,"462b","06"
3100,"ct_8","tr_3",19917,"QB","CDI","C","O",1850,"526a","06"
3104,"ct_9","tr_1",19954,"QB","CDI","C","O",2175,"525d","06"
3110,"ct_8","tr_4",29955,"PZ","CDI","C","O",1820,"341a","06"
3111,"ct_9","tr_2",25563,"GZ","CDI","C","O",1643,"477c","06"
3135,"ct_9","tr_4",5698,"HZ","CDI","P","O",585,"551a","06"
3136,"ct_9","tr_1",13610,"GZ","CDI","C","O",1373,"551a","06"
3143,"ct_9","tr_3",12335,"GZ","CDI","N","O",1405,"554b","06"
3148,"ct_9","tr_1",14208,"JB","CDI","C","O",1804,"479b","06"
3151,NA,NA,3803,"QB","CDI","C","O",295,"563b","06"
3159,"ct_9","tr_1",7006,"FZ","APP","C","A",882,"681a","06"
3162,"ct_9","tr_3",33971,"GZ","CDI","C","O",1539,"461f","06"
3163,"ct_9","tr_4",21799,"QB","CDI","C","O",1943,"543f","06"
3165,"ct_9","tr_1",9167,"IZ","CDI","C","O",982,"561e","06"
3167,"ct_9","tr_4",16807,"CH","CDI","C","O",1424,"626b","13"
3171,"ct_6","tr_1",7994,"FZ","CDI","C","O",829,"634b","06"
3180,"ct_9","tr_5",46457,"GZ","CDI","C","O",1820,"463b","69"
3185,"ct_9","tr_2",18739,"GZ","CDI","C","O",1697,"632f","06"
3198,"ct_9","tr_3",7510,"SZ","CDI","P","O",384,"563b","06"
3202,"ct_9","tr_3",16599,"QB","CDI","C","O",1772,"525d","06"
3204,"ct_8","tr_4",18072,"QB","CDI","C","O",1826,"434d","06"
3213,"ct_8","tr_4",33970,"PZ","CDI","C","O",1931,"341a","06"
3223,"ct_3","tr_5",18014,"QB","CDI","C","O",1819,"525d","06"
3224,"ct_9","tr_2",36710,"HZ","CDI","C","O",2068,"461e","06"
3226,"ct_9","tr_3",14131,"GZ","CDI","C","O",1326,"554d","06"
3227,"ct_9","tr_4",16236,"QA","CDI","P","O",1816,"542a","06"
3228,NA,NA,1306,"QB","CDI","C","O",136,"563b","06"
3249,"ct_9","tr_3",34330,"MA","CDI","C","O",1744,"461e","06"
3251,"ct_9","tr_1",11904,"IZ","CDI","C","O",1144,"561b","06"
3255,"ct_9","tr_2",29152,"GZ","CDI","P","O",1789,"373c","06"
3257,"ct_9","tr_5",44089,"DZ","CDI","C","O",1693,"461f","06"
3260,"ct_9","tr_6",19799,"GZ","CDD","C","O",1558,"554a","06"
3266,"ct_3","tr_6",18079,"QA","CDI","C","O",1820,"525d","06"
3267,"ct_9","tr_4",16007,"QB","CDI","C","O",1990,"525d","06"
3271,"ct_9","tr_4",6173,"GZ","CDI","C","O",235,"374b","06"
3292,"ct_9","tr_0",13198,"GZ","CDI","C","O",1275,"543g","06"
3305,"ct_9","tr_2",21056,"GZ","CDI","C","O",1616,"634c","06"
3307,"ct_9","tr_1",29435,"MA","CDI","C","O",1820,"372b","06"
3309,"ct_9","tr_5",11263,"NZ","CDI","C","O",871,"684a","06"
3310,"ct_9","tr_2",31016,"FZ","CDI","C","O",1561,"632e","06"
3311,"ct_9","tr_2",11909,"FZ","APP","C","A",974,"681b","06"
3314,"ct_5","tr_6",50636,"HZ","CDI","C","O",1785,"389a","06"
3315,"ct_9","tr_4",50951,"CE","CDI","C","O",1820,"385a","92"
3322,"ct_9","tr_4",4639,"LZ","CDI","C","O",297,"461d","06"
3328,"ct_9","tr_4",17638,"QA","CDI","P","O",1598,"542a","06"
3330,"ct_9","tr_5",30970,"CE","CDI","C","O",1783,"475a","06"
3331,"ct_9","tr_6",14217,"GZ","CDI","C","O",1477,"462e","06"
3335,"ct_9","tr_2",21824,"EZ","CDI","C","O",1425,"628e","83"
3337,"ct_3","tr_5",21446,"QA","CDI","C","O",1819,"451h","06"
3342,"ct_8","tr_5",28827,"QA","CDI","C","O",1938,"432b","06"
3344,"ct_9","tr_0",6685,"JC","CDI","C","O",413,"388c","83"
3345,"ct_9","tr_1",55334,"FZ","CDI","C","O",1779,"382d","06"
3346,"ct_9","tr_6",23955,"CJ","CDI","C","O",1821,"672a","06"
3347,"ct_8","tr_1",10772,"NZ","CDI","C","O",1013,"564a","06"
3350,"ct_9","tr_1",55335,"HZ","CDI","C","O",1820,"389b","06"
3359,"ct_9","tr_2",28702,"GZ","CDI","C","O",1609,"653a","06"
3362,"ct_1","tr_6",37671,"PZ","CDI","C","O",1820,"333e","06"
3363,"ct_9","tr_3",20621,"GZ","CDI","C","O",1854,"554a","06"
3367,"ct_8","tr_4",17432,"QA","CDI","C","O",1820,"525d","06"
3370,"ct_9","tr_3",21174,"QA","CDI","C","O",1306,"543h","06"
3371,"ct_9","tr_1",6105,"GZ","CDD","C","O",770,"554d","06"
3376,"ct_9","tr_6",68522,"JC","CDI","C","O",3000,"388c","06"
3400,"ct_9","tr_1",9797,"MC","CDI","P","O",662,"526b","06"
3409,"ct_9","tr_1",28601,"FZ","CDI","C","O",1820,"633a","06"
3417,"ct_8","tr_1",29731,"NZ","CDI","C","O",1924,"564a","06"
3421,NA,NA,3797,"TZ","CDI","C","O",301,"563c","06"
3426,"ct_9","tr_4",13320,"GZ","CDI","P","O",1552,"552a","06"
3430,"ct_2","tr_6",20535,"OZ","CDD","C","O",1684,"425a","06"
3432,"ct_2","tr_6",33834,"OZ","AUT","C","O",1785,"533a","06"
3434,"ct_3","tr_6",22018,"QA","AUT","C","O",1820,"451h","06"
3436,"ct_9","tr_6",54657,"JB","CDI","C","O",1771,"372a","06"
3439,"ct_9","tr_5",15187,"QA","CDI","C","O",1151,"525d","06"
3442,"ct_9","tr_5",16428,"NZ","CDI","P","O",1820,"534a","06"
3449,"ct_9","tr_4",11892,"QB","CDI","C","O",1363,"525d","06"
3458,"ct_7","tr_1",14153,"QB","CDI","N","O",3000,"563a","06"
3461,"ct_2","tr_6",18923,"OZ","CDD","C","O",1819,"434g","06"
3470,"ct_8","tr_4",11660,"PZ","CDI","P","O",958,"341a","06"
3482,"ct_9","tr_1",22290,"GZ","CDI","C","O",1820,"462a","06"
3483,"ct_9","tr_5",52985,"JB","CDI","C","O",1771,"372b","06"
3501,"ct_9","tr_4",23866,"FZ","CDI","C","O",1603,"481b","06"
3508,"ct_9","tr_6",20652,"HZ","CDI","C","O",1664,"546b","06"
3513,"ct_9","tr_3",17756,"GZ","CDI","C","O",1582,"542a","06"
3525,"ct_9","tr_1",20363,"GZ","CDI","C","O",1365,"554b","06"
3526,"ct_9","tr_1",9277,"NZ","CDI","C","O",1061,"684a","06"
3533,"ct_9","tr_2",16791,"FZ","CDI","C","O",1734,"542a","83"
3535,"ct_9","tr_6",49552,"CF","CDI","C","O",1505,"463d","59"
3542,"ct_8","tr_5",17105,"KZ","CDI","P","O",1456,"542a","06"
3549,"ct_9","tr_3",15441,"IZ","CDI","C","O",1789,"561f","06"
3555,"ct_9","tr_1",29948,"KZ","CDI","C","O",2030,"467a","06"
3556,"ct_9","tr_2",7328,"GZ","CDI","C","O",1018,"554f","06"
3557,"ct_8","tr_1",27115,"NZ","CDI","C","O",1377,"534a","06"
3560,"ct_8","tr_3",47360,"QB","CDI","P","O",1007,"344b","06"
3572,"ct_9","tr_6",30546,"HZ","CDI","C","O",2148,"487a","06"
3575,"ct_9","tr_1",19391,"GZ","CDI","P","O",1200,"634a","06"
3580,"ct_9","tr_5",32989,"GZ","CDI","C","O",1426,"463b","91"
3597,"ct_9","tr_1",25019,"KZ","CDI","C","O",1530,"543b","06"
3599,"ct_9","tr_3",10206,"HZ","CDI","C","O",1123,"642b","06"
3600,"ct_9","tr_5",19778,"NZ","CDI","C","O",1985,"534a","06"
3602,"ct_9","tr_6",22206,"JC","CDI","C","O",1468,"388a","92"
3608,"ct_8","tr_4",15359,"QB","CDD","P","O",1585,"563b","06"
3610,"ct_3","tr_6",29320,"QA","AUT","C","O",1844,"431f","83"
3612,"ct_9","tr_3",18000,"CC","CDI","C","O",1723,"628g","06"
3629,"ct_9","tr_2",21981,"NZ","CDI","P","O",1965,"684a","06"
3636,"ct_9","tr_3",18785,"HZ","CDI","C","O",1502,"451a","06"
3637,"ct_2","tr_6",30476,"OZ","CDI","C","O",1820,"333f","06"
3648,"ct_5","tr_4",22124,"OZ","CDI","P","O",1634,"542a","06"
3653,"ct_9","tr_5",20544,"NZ","CDI","C","O",823,"387e","06"
3654,"ct_9","tr_3",20540,"GZ","CDI","C","O",1407,"463c","06"
3657,"ct_9","tr_1",17055,"NZ","TTP","C","O",1953,"545a","06"
3659,"ct_7","tr_1",21214,"QB","CDI","N","O",3000,"563a","06"
3660,"ct_9","tr_1",3810,"GZ","CDD","C","O",400,"554c","06"
3667,"ct_9","tr_2",25550,"GZ","CDI","C","O",1643,"477c","06"
3668,"ct_9","tr_6",57237,"HZ","CDI","C","O",1098,"389b","93"
3671,"ct_9","tr_1",3071,"FZ","CDI","P","O",371,"684a","06"
3677,"ct_9","tr_2",12257,"RZ","CDI","C","O",1820,"564b","06"
3680,"ct_9","tr_1",6183,"IZ","CDI","C","O",728,"561c","06"
3682,"ct_6","tr_1",9073,"QA","CDI","C","O",951,"542a","06"
3683,NA,NA,5436,"TZ","CDI","N","O",405,"563c","06"
3692,"ct_7","tr_1",19608,"QB","CDI","N","O",3000,"563a","06"
3695,"ct_9","tr_4",25156,"QA","CDD","C","O",1725,"543b","06"
3705,"ct_9","tr_6",26952,"JC","CDI","C","O",1564,"388c","92"
3707,"ct_2","tr_6",24747,"OZ","CDD","C","O",1820,"431c","06"
3718,"ct_9","tr_5",33949,"HZ","CDI","C","O",1821,"372c","06"
3722,"ct_9","tr_1",8209,"GZ","CDI","P","O",985,"554e","06"
3725,"ct_9","tr_1",17568,"CA","CDI","C","O",1296,"636c","06"
3727,"ct_9","tr_3",30163,"FZ","CDI","C","O",1820,"461f","06"
3731,"ct_9","tr_5",35962,"JC","CDI","N","O",1820,"388c","06"
3732,"ct_9","tr_2",8335,"IZ","CDI","C","O",1213,"561e","06"
3733,"ct_8","tr_5",17786,"QB","CDI","C","O",1820,"637d","06"
3748,"ct_9","tr_5",20039,"NZ","CDI","C","O",1600,"534a","06"
3758,"ct_8","tr_4",13033,"SZ","CDI","C","O",709,"377a","06"
3773,"ct_9","tr_3",11978,"JB","CDI","C","O",405,"388e","06"
3776,"ct_9","tr_3",5879,"HZ","CDI","P","O",449,"642b","06"
3777,"ct_9","tr_3",23783,"GZ","CDI","C","O",1808,"487b","06"
3778,"ct_9","tr_3",12656,"IZ","CDI","C","O",1168,"561b","06"
3780,"ct_8","tr_6",21878,"OZ","CDI","C","O",2044,"462e","06"
3789,"ct_6","tr_1",10296,"MA","AUT","C","X",1407,"461d","06"
3811,"ct_9","tr_4",8172,"QB","CDI","P","O",506,"525d","06"
3816,"ct_8","tr_3",11461,"PZ","CDI","P","O",1174,"422c","06"
3818,"ct_9","tr_1",3735,"PZ","CDD","C","O",378,"461f","06"
3823,"ct_9","tr_4",13459,"IZ","CDI","C","O",959,"488b","13"
3826,"ct_9","tr_1",32224,"MA","CDI","C","O",1459,"388a","06"
3850,"ct_9","tr_5",11529,"NZ","CDI","C","O",1114,"534a","31"
3851,"ct_9","tr_3",24952,"FZ","CDI","C","O",1700,"472b","06"
3857,"ct_8","tr_3",23097,"PZ","CDI","C","O",1820,"421b","06"
3860,"ct_6","tr_0",4249,"IZ","TOA","C","O",418,"636d","06"
3864,"ct_9","tr_1",27979,"MA","CDI","C","O",1989,"472c","06"
3867,"ct_9","tr_3",33431,"IZ","CDI","C","O",1548,"451g","06"
3873,"ct_9","tr_1",8190,"NZ","CDI","C","O",467,"466a","06"
3876,"ct_9","tr_1",19818,"GZ","CDI","C","O",1512,"624c","06"
3878,"ct_9","tr_0",5515,"IZ","CDI","C","O",326,"561f","06"
3883,"ct_9","tr_3",22974,"CE","CDI","C","O",1785,"542a","06"
3886,"ct_9","tr_3",2311,"QB","CDI","P","O",361,"563b","06"
3919,"ct_9","tr_2",35127,"MA","CDI","C","O",1647,"372e","06"
3926,"ct_9","tr_2",23533,"MC","CDI","C","O",1492,"422e","06"
3927,"ct_9","tr_1",25912,"NZ","CDI","C","O",1582,"641a","06"
3928,"ct_9","tr_1",17315,"GZ","CDI","C","O",1587,"553c","06"
3931,"ct_8","tr_3",4146,"QA","CDI","P","O",520,"311d","06"
3937,"ct_9","tr_2",30299,"GZ","CDI","C","O",1884,"462b","06"
3943,"ct_9","tr_5",17950,"NZ","CDI","C","O",1253,"534a","06"
3946,"ct_9","tr_3",15595,"QB","CDI","C","O",1141,"525d","06"
3956,"ct_9","tr_5",28629,"QA","CDI","C","O",1820,"344d","06"
3959,"ct_6","tr_1",26697,"GZ","CDI","C","O",1688,"433d","06"
3963,"ct_8","tr_6",38588,"OZ","CDI","C","O",1808,"372f","06"
3966,"ct_3","tr_6",18845,"QA","CDI","C","O",1819,"526a","06"
3973,"ct_9","tr_3",34814,"GZ","CDI","C","O",1820,"462b","06"
3975,"ct_9","tr_1",19383,"HZ","CDD","C","O",1883,"643a","06"
3990,"ct_8","tr_4",28001,"QA","CDI","C","O",1820,"525d","06"
3993,"ct_8","tr_3",32922,"PZ","CDI","C","O",1820,"341a","06"
3996,"ct_9","tr_1",6158,"KZ","CDI","P","O",537,"526b","06"
3998,"ct_9","tr_2",18703,"GZ","CDI","C","O",1268,"476b","06"
4000,"ct_9","tr_6",16152,"QA","CDI","C","O",1866,"525d","06"
4025,"ct_9","tr_5",38121,"NZ","CDI","C","O",2020,"373a","06"
4029,"ct_9","tr_4",29879,"QB","CDI","C","O",3000,"525d","06"
4030,"ct_8","tr_1",7697,"RZ","CDI","N","O",537,"424a","06"
4034,NA,NA,2776,"OZ","CDI","C","O",152,"523b","06"
4044,"ct_9","tr_3",28196,"FZ","CDI","C","O",1426,"481b","06"
4048,"ct_9","tr_1",23160,"FZ","CDI","P","O",1179,"373d","06"
4049,"ct_5","tr_1",28178,"PZ","CDI","C","O",1820,"372d","06"
4052,"ct_8","tr_4",21191,"PZ","CDI","C","O",1884,"422c","06"
4059,"ct_9","tr_4",17268,"QA","CDI","C","O",1586,"526a","06"
4070,"ct_9","tr_3",3542,"NZ","CDI","C","O",325,"631a","06"
4073,"ct_9","tr_1",11669,"FZ","CDI","C","O",1391,"632a","06"
4089,"ct_9","tr_5",19389,"IZ","CDI","C","O",1077,"636d","06"
4094,"ct_9","tr_2",17098,"QB","CDI","C","O",1838,"525d","06"
4104,"ct_9","tr_1",5201,"IZ","CDD","C","O",541,"561f","06"
4106,"ct_1","tr_6",21562,"MB","AUT","C","O",1819,"479a","06"
4130,"ct_9","tr_5",16636,"NZ","CDI","C","O",1857,"534a","06"
4133,"ct_9","tr_3",19814,"GZ","CDI","C","O",1876,"551a","06"
4137,"ct_1","tr_4",26067,"OZ","AUT","P","O",1456,"333e","06"
4139,"ct_9","tr_2",14230,"GZ","CDI","C","O",1779,"463d","06"
4144,"ct_9","tr_1",1754,"FZ","CDI","C","O",193,"632f","06"
4146,"ct_9","tr_6",53405,"CE","CDI","C","O",1820,"373b","06"
4159,"ct_9","tr_6",29026,"JC","CDI","C","O",1924,"374c","06"
4160,"ct_2","tr_6",26811,"OZ","AUT","C","O",1820,"434d","06"
4163,"ct_9","tr_3",26474,"GZ","CDI","C","O",1687,"387d","06"
4164,"ct_9","tr_6",29160,"GZ","CDI","C","O",1540,"372c","77"
4165,"ct_9","tr_1",19558,"KZ","CDI","P","O",1920,"545c","06"
4181,"ct_9","tr_1",17095,"QA","CDI","C","O",1742,"526e","06"
4183,"ct_9","tr_2",19891,"PZ","CDI","C","O",1640,"434g","06"
4187,"ct_9","tr_1",17271,"GZ","CDI","C","O",1415,"462e","06"
4200,"ct_2","tr_6",21025,"OZ","CDI","C","O",1820,"451g","06"
4205,"ct_8","tr_6",21184,"QA","CDI","C","O",1820,"526a","06"
4210,"ct_9","tr_5",8658,"NZ","CDI","P","O",899,"684a","06"
4222,"ct_9","tr_3",27448,"KZ","CDI","C","O",1820,"467b","06"
4225,"ct_6","tr_1",15785,"FZ","CDI","C","O",1820,"632d","06"
4230,"ct_9","tr_5",19038,"CK","CDI","C","O",1759,"673c","06"
4240,"ct_6","tr_1",21620,"MA","CDI","C","O",1612,"382b","06"
4249,"ct_9","tr_2",38537,"MA","CDI","C","O",1820,"382a","06"
4256,"ct_9","tr_1",18948,"GZ","CDI","C","O",1670,"624g","06"
4258,"ct_9","tr_1",16291,"NZ","CDI","P","O",1404,"684a","06"
4262,"ct_9","tr_1",19215,"FZ","CDI","C","O",1669,"632g","06"
4274,"ct_3","tr_6",20875,"QA","CDI","C","O",1860,"523d","06"
4280,NA,NA,9307,"QA","CDI","C","O",1002,"563b","06"
4281,"ct_9","tr_2",23498,"KZ","CDI","C","O",652,"467c","06"
4283,"ct_9","tr_4",38836,"JC","CDI","C","O",1820,"388c","06"
4293,NA,NA,5597,"TZ","AUT","C","O",308,"563c","06"
4298,"ct_9","tr_6",53804,"HZ","CDI","C","O",1012,"389b","93"
4300,"ct_9","tr_2",29642,"BZ","CDI","C","O",2109,"641a","06"
4302,"ct_9","tr_1",9879,"GZ","CDI","C","O",638,"554b","06"
4312,"ct_2","tr_1",23226,"QB","CDI","C","O",1820,"523c","06"
4317,"ct_8","tr_6",4659,"QA","APP","C","A",703,"525d","06"
4329,"ct_9","tr_1",8657,"IZ","CDI","P","O",1081,"561b","06"
4331,"ct_9","tr_3",33206,"GZ","CDI","C","O",1820,"462b","06"
4341,"ct_1","tr_4",35073,"PZ","AUT","C","O",1820,"341a","06"
4346,"ct_9","tr_1",13128,"GZ","CDI","C","O",910,"463c","06"
4347,"ct_1","tr_5",19725,"OZ","AUT","C","O",1820,"531c","06"
4361,"ct_9","tr_2",29029,"FZ","CDI","C","O",1583,"481b","83"
4369,"ct_8","tr_3",12376,"QA","CDI","C","X",1541,"526b","06"
4372,"ct_9","tr_5",19216,"CK","CDI","C","O",1759,"673c","06"
4374,"ct_9","tr_3",5496,"IZ","CDI","C","O",852,"541b","06"
4375,"ct_9","tr_6",18182,"JC","CDI","C","O",910,"388d","06"
4380,"ct_9","tr_6",34967,"CE","CDI","P","O",1488,"477a","06"
4399,"ct_9","tr_3",17207,"LZ","CDI","P","O",877,"542a","06"
4400,"ct_9","tr_6",7585,"GZ","AUT","C","O",583,"463e","67"
