PRIMARY_KEY,Economic_sector,FORMER_DEP,JOB_DEP,work_description,TYPE_OF_CONTRACT,labor_force_status,WORK_CONDITION,Employer_category,WORKING_HOURS,employee_count
3158,"PZ","72","72","543g","CDI","O","C","ct_8",1625,"tr_4"
3168,"PZ","35","29","461c","CDI","O","C","ct_8",1824,"tr_3"
3170,"HZ",NA,NA,"641a","CDI","O","C","ct_9",1820,"tr_2"
3175,"MA",NA,"75","373c","CDI","O","P","ct_9",555,"tr_1"
3178,"GZ","38","56","551a","CDD","O","C","ct_9",455,"tr_2"
3196,"PZ","63","63","341a","CDI","O","C","ct_8",1820,"tr_5"
3205,"PZ",NA,"21","342d","CDI","O","P",NA,146,NA
3207,"QB","67","67","563a","CDI","O","C","ct_8",1771,"tr_3"
3209,"NZ","93","93","534a","CDI","O","C","ct_9",1892,"tr_6"
3220,"QB","26","26","526a","CDI","O","C","ct_9",1549,"tr_4"
3221,"TZ","33","33","563c","CDI","O","N","ct_7",1601,"tr_1"
3232,"FZ","95","78","632a","CDI","O","C","ct_9",910,"tr_1"
3236,"GZ","59","59","675a","CDI","O","C","ct_9",1536,"tr_3"
3237,"KZ","37","37","467c","AUT","X","P","ct_9",1287,"tr_4"
3239,"MC","93","75","627b","CDI","O","C","ct_9",962,"tr_5"
3243,"QB","95","95","563a","CDI","O","N","ct_7",3000,"tr_1"
3244,"QB",NA,NA,"526d","CDI","O","C","ct_8",1311,"tr_3"
3254,"OZ","57","57","451e","CDI","O","C","ct_1",1667,"tr_5"
3268,"HZ","31","31","451a","CDI","O","C","ct_9",1822,"tr_2"
3279,"PZ","37","37","422b","CDI","O","C",NA,152,NA
3281,"HZ","61","61","451a","CDI","O","P","ct_9",747,"tr_2"
3282,"CA","62","62","486d","CDI","O","C","ct_9",1823,"tr_6"
3283,"GZ","25","90","462b","CDI","O","C","ct_9",2067,"tr_5"
3286,"OZ","51","51","545d","CDI","O","C","ct_8",978,"tr_6"
3287,"MA","17","17","543b","CDI","O","C","ct_9",1820,"tr_1"
3290,"IZ","38","38","561f","CDI","O","P","ct_8",677,"tr_2"
3327,"PZ","59","59","421b","CDI","O","C","ct_8",1213,"tr_2"
3334,"TZ","77","75","563c","CDI","O","C",NA,461,NA
3343,"MC","51","92","685a","CDI","O","P","ct_9",1545,"tr_5"
3351,"TZ","77","77","563c","CDI","O","C",NA,996,NA
3377,"GZ","80","80","554c","CDI","O","C",NA,175,NA
3386,"QA","89","89","526e","CDI","O","P","ct_9",595,"tr_3"
3396,"FZ","23","23","632e","CDI","O","C","ct_9",607,"tr_1"
3412,"SZ","58","58","684a","CDI","O","C","ct_8",1338,"tr_3"
3415,"QB","78","78","526d","CDI","O","C","ct_8",1812,"tr_3"
3416,"NZ","57","57","684a","CDI","O","C","ct_9",1603,"tr_5"
3422,"NZ","34","34","561c","TTP","O","N","ct_9",444,"tr_1"
3441,"QB",NA,NA,"621f","AUT","X","C","ct_2",1819,"tr_6"
3447,"SZ","53","53","635a","CDI","O","C","ct_9",572,"tr_1"
3453,"IZ","93","75","561b","CDI","O","C","ct_9",1392,"tr_1"
3467,"QB","29","29","434b","CDI","O","P","ct_8",1584,"tr_3"
3469,"DZ","54","54","387a","CDI","O","C","ct_9",1771,"tr_5"
3479,"QA","93","93","526e","CDI","O","C","ct_9",2030,"tr_3"
3480,"NZ","52","52","684a","CDI","O","P","ct_9",1338,"tr_3"
3497,"CM","89","89","478b","CDI","O","P","ct_9",626,"tr_6"
3507,"LZ","30","13","564a","CDI","O","C","ct_9",555,"tr_1"
3517,"MA","95","78","388a","CDI","O","C","ct_9",1570,"tr_6"
3545,"HZ","84","54","526d","CDI","O","N","ct_9",740,"tr_5"
3553,"PZ","69","69","422b","CDI","O","P","ct_8",1565,"tr_4"
3562,"EZ","91","95","621e","CDI","O","C","ct_9",1622,"tr_3"
3568,"QB","82","82","525d","CDI","O","C","ct_8",1832,"tr_3"
3604,"CC","01","01","676a","CDI","O","C","ct_9",1821,"tr_2"
3645,"OZ","17","17","461f","CDI","O","C","ct_1",1823,"tr_3"
3665,"GZ","93","93","478c","CDI","O","P","ct_9",209,"tr_1"
3681,"QB","09","31","543g","CDI","O","C","ct_8",1820,"tr_3"
3688,"QB","25","25","431d","CDI","O","P","ct_8",1022,"tr_5"
3698,"QB","89","89","563b","CDI","O","P","ct_8",1017,"tr_3"
3713,"TZ","60","60","563c","CDI","O","N","ct_7",1632,"tr_1"
3717,"KZ","93","75","373b","CDI","O","C","ct_9",1820,"tr_5"
3735,"GZ","54","57","554a","CDI","O","P","ct_9",1545,"tr_5"
3740,"QB","89","89","434g","CDI","O","P","ct_8",1032,"tr_2"
3742,"GZ","70","25","462c","CDI","O","C","ct_9",1517,"tr_3"
3743,"EZ","33","33","628e","CDI","O","C","ct_9",1499,"tr_4"
3745,"FZ","13","13","481b","CDI","O","C","ct_9",1765,"tr_3"
3752,"IZ","12","12","488a","CDI","O","C","ct_9",1264,"tr_1"
3755,"QB","38","38","563a","CDI","O","N","ct_7",1548,"tr_1"
3766,"NZ","93","77","534a","CDI","O","P","ct_9",477,"tr_6"
3790,"OZ","92","92","344b","CDI","O","C","ct_4",1820,"tr_5"
3791,"RZ","03","03","353c","CDI","O","C","ct_9",767,"tr_2"
3794,"HZ",NA,NA,"543b","CDI","O","C","ct_9",727,"tr_2"
3801,"OZ","66","66","525b","CDI","O","C","ct_2",303,"tr_5"
3803,"OZ","92","92","451e","CDI","O","C","ct_8",1809,"tr_2"
3814,"CA","62","62","628b","CDI","O","C","ct_9",2200,"tr_5"
3822,"NZ","29","91","534a","CDI","O","P","ct_9",1459,"tr_6"
3834,"IZ","27","27","561f","CDI","O","N",NA,152,NA
3841,"HZ","13","13","451a","CDI","O","C","ct_9",1931,"tr_3"
3895,"KZ","51","51","545a","CDI","O","C","ct_5",1824,"tr_3"
3902,"KZ","59","59","467c","CDI","O","C","ct_9",879,"tr_0"
3904,"QB","42","69","563c","CDI","O","C","ct_8",1101,"tr_4"
3905,"KZ","06","06","545c","CDI","O","C","ct_9",1991,"tr_3"
3912,"KZ","49","49","372d","CDI","O","C","ct_9",1820,"tr_6"
3913,"QA","87","87","332b","CDI","O","C","ct_3",1838,"tr_6"
3922,"QB","78","94","525d","CDI","O","P","ct_9",1680,"tr_4"
3929,"OZ","60","95","451e","CDI","O","C","ct_8",1805,"tr_3"
3930,"QA","11","11","526a","CDI","O","C","ct_9",1999,"tr_6"
3934,"QB","78","78","432d","CDI","O","P","ct_8",910,"tr_1"
3941,"MA","78","78","473b","CDI","O","C","ct_9",652,"tr_3"
3949,"QB",NA,NA,"675a","AUT","X","C","ct_8",761,"tr_3"
3980,"QA","91","75","541d","CDI","O","C","ct_9",1820,"tr_3"
3991,"CK","69","69","474c","CDI","O","C","ct_9",1820,"tr_6"
4008,"CH","01","01","472c","CDI","O","C","ct_9",1366,"tr_3"
4009,"OZ","88","88","461f","CDI","O","C","ct_1",1820,"tr_3"
4012,"QB","45","45","434e","CDI","O","C","ct_8",1491,"tr_3"
4015,"MC","61","61","433a","CDI","O","C","ct_9",1845,"tr_1"
4021,"QA","19","19","431f","CDI","O","C","ct_8",1820,"tr_2"
4024,"IZ","91","91","636d","CDI","O","P","ct_9",382,"tr_1"
4026,"PZ","69","69","525a","CDI","O","C","ct_8",2316,"tr_6"
4028,"PZ","35","35","422c","CDI","O","P","ct_8",1068,"tr_3"
4038,"CM","27","27","373d","CDI","O","C","ct_9",1820,"tr_3"
4039,"GZ","92","75","676a","CDI","O","C","ct_9",1887,"tr_6"
4047,"CH","76","76","628c","CDI","O","C","ct_9",1826,"tr_5"
4050,"QB","62","62","526c","CDI","O","C",NA,445,NA
4054,"PZ","51","51","525b","CDI","O","C","ct_8",1317,"tr_5"
4062,"GZ","38","38","551a","CDI","O","C","ct_9",1782,"tr_2"
4064,"KZ","85","49","388c","CDI","O","C","ct_9",165,"tr_0"
4081,"QB","31","31","525d","CDI","O","C","ct_8",1812,"tr_3"
4085,"NZ","93","93","534a","CDI","O","C","ct_9",1917,"tr_6"
4099,"EZ","83","83","644a","CDI","O","C","ct_9",1687,"tr_3"
4103,"NZ","40","40","691c","TOA","O","C","ct_8",1712,"tr_3"
4110,"QB","92","92","563a","CDI","O","N","ct_7",2227,"tr_1"
4119,"QA",NA,NA,"525d","CDI","O","C","ct_9",1815,"tr_6"
4120,"MA","75","92","373b","CDI","O","C","ct_9",2018,"tr_6"
4122,"RZ","75","75","524b","CDI","O","P","ct_1",1321,"tr_4"
4156,"QB","14","14","526a","CDI","O","C","ct_9",384,"tr_5"
4162,"SZ","79","79","524c","CDI","O","C","ct_4",1819,"tr_4"
4166,"FZ","92","93","481b","CDI","O","C","ct_9",1563,"tr_3"
4168,"QB","06","06","526a","CDI","O","C","ct_8",521,"tr_5"
4171,"OZ","10","10","333f","CDI","O","C","ct_2",1061,"tr_4"
4188,"QA","40","40","643a","CDI","O","C","ct_9",925,"tr_2"
4193,"GZ","73","38","543f","CDI","O","C","ct_9",1449,"tr_1"
4208,"MA","06","06","542a","CDI","O","C","ct_6",1743,"tr_1"
4219,"CG","28","28","652a","CDI","O","C","ct_9",1436,"tr_6"
4226,"SZ","13","13","435b","CDI","O","C",NA,219,NA
4229,"OZ","33","33","335a","CDI","O","N",NA,NA,NA
4231,"TZ","75","75","563c","TTP","O","C",NA,808,NA
4235,"QB","52","52","563b","CDI","O","P","ct_8",1426,"tr_6"
4236,"TZ","66","66","563c","CDI","O","C",NA,320,NA
4244,"LZ","63","63","684a","CDI","O","P",NA,1243,NA
4246,"EZ","30","84","543f","CDI","O","C","ct_9",1877,"tr_4"
4270,"OZ","44","44","523c","CDD","O","C","ct_2",303,"tr_6"
4272,"HZ","33","33","521a","CDI","O","C","ct_9",2003,"tr_6"
4279,"OZ","08","51","545d","CDI","O","C","ct_8",1820,"tr_6"
4307,"QA","91","91","542a","CDI","O","C","ct_8",1062,"tr_6"
4308,"HZ","76","76","451a","CDI","O","C","ct_9",1821,"tr_3"
4334,"EZ","35","35","628e","CDI","O","C","ct_9",1678,"tr_4"
4344,"QB","77","77","526a","CDI","O","C","ct_8",1809,"tr_4"
4348,"OZ","17","17","451g","CDI","O","C","ct_2",1517,"tr_6"
4349,"CI","27","27","479b","CDI","O","P","ct_9",1636,"tr_6"
4351,"OZ","34","34","621f","CDI","O","C",NA,987,NA
4357,"SZ","70","21","341b","CDI","O","C","ct_8",1709,"tr_2"
4378,"KZ","91","92","461e","CDI","O","C","ct_9",1872,"tr_5"
4384,"QA","69","69","526a","CDI","O","C","ct_8",1820,"tr_6"
4414,"PZ","73","01","422b","CDI","O","P","ct_8",1456,"tr_4"
4421,"MA","92","75","331a","CDI","O","C","ct_9",1235,"tr_2"
4426,"QB","30","30","473c","CDI","O","C","ct_8",1517,"tr_5"
4428,"OZ","53","53","545d","CDD","O","C","ct_8",857,"tr_6"
4431,"QB","66","66","525d","AUT","X","P","ct_8",1741,"tr_4"
4443,"KZ","08","08","545c","CDI","O","C","ct_9",1548,"tr_1"
4458,"QB","17","17","526a","CDI","O","C","ct_9",1827,"tr_3"
4462,"CC","77","94","627f","CDI","O","C","ct_9",1009,"tr_1"
4483,"NZ","95","94","684a","CDI","O","C","ct_9",1820,"tr_6"
4487,"QB","80","80","526a","CDI","O","C","ct_8",1820,"tr_4"
4494,"CE","67","67","475b","CDI","O","C","ct_9",1522,"tr_5"
4504,"GZ","13","13","676c","CDI","O","C","ct_9",1118,"tr_1"
4511,"QB","64","64","543b","CDI","O","C","ct_8",443,"tr_5"
4521,"QA","42","42","525d","CDI","O","C","ct_8",1835,"tr_5"
4536,"NZ","75","75","564a","CDI","O","P","ct_8",2976,"tr_1"
4540,"GZ","01","01","542a","CDI","O","C","ct_9",1677,"tr_2"
4546,"QA","68","68","433a","CDI","O","C","ct_9",1768,"tr_4"
4550,"QB","13","13","563b","CDI","O","N","ct_7",1527,"tr_0"
4561,"OZ","77","77","332b","CDI","O","C","ct_2",2028,"tr_6"
4563,"NZ","69","69","684a","CDI","O","P","ct_9",380,"tr_6"
4582,"GZ","13","30","652a","CDI","O","C","ct_9",1628,"tr_3"
4599,"OZ","57","57","451e","CDI","O","C","ct_1",1667,"tr_5"
4610,"CA","12","12","674b","CDI","O","C","ct_9",1288,"tr_1"
4612,"QB","76","92","463d","CDI","O","C","ct_8",1594,"tr_3"
4615,"CA","39","39","628g","CDI","O","C","ct_9",1836,"tr_6"
4628,"TZ","37","37","563a","CDI","O","C",NA,321,NA
4659,"TZ","93","75","563c","CDI","O","N","ct_7",953,"tr_1"
4668,"CC","49","72","676c","CDI","O","C",NA,174,NA
4672,"NZ","92","95","684a","CDI","O","C","ct_9",1023,"tr_6"
4677,"MA","75","75","375b","CDI","O","C","ct_8",1806,"tr_4"
4678,"SZ","59","59","681b","AUT","X","P","ct_8",1074,"tr_4"
4681,"GZ","85","85","554e","CDI","O","C","ct_9",1357,"tr_1"
4684,"HZ","27","95","641a","CDI","O","P","ct_9",361,"tr_4"
4692,"TZ",NA,NA,"563c","CDI","O","N","ct_7",362,"tr_0"
4696,"QB","29","29","525d","CDI","O","C","ct_8",1829,"tr_3"
4713,"HZ","77","77","466c","CDI","O","C","ct_9",971,"tr_6"
4714,"FZ","44","44","632d","CDI","O","C","ct_9",1698,"tr_1"
4715,"CH","80","80","673c","CDI","O","C","ct_9",1701,"tr_5"
4717,"QA","72","72","641b","CDI","O","C","ct_9",1314,"tr_3"
4724,"MA","64","64","542a","CDI","O","C","ct_6",1603,"tr_1"
4727,"OZ","17","17","373b","CDI","O","C","ct_8",1849,"tr_3"
4735,"CE","64","64","484a","CDI","O","N","ct_9",1491,"tr_6"
4741,"IZ","59","59","561b","CDI","O","C","ct_9",1220,"tr_1"
4747,"QB","59","59","434f","CDI","O","C","ct_8",1662,"tr_5"
4750,"QB","15","15","524c","AUT","O","P","ct_2",1686,"tr_3"
4752,"GZ","47","47","691c","CDI","O","C","ct_9",2028,"tr_3"
4760,"KZ","79","79","467c","CDI","O","C","ct_9",1643,"tr_5"
4762,"CB","95","75","635a","CDI","O","P","ct_9",1071,"tr_4"
4776,"QB","77","77","563b","CDI","O","C",NA,386,NA
4782,"GZ","83","83","462c","CDI","O","C","ct_9",1620,"tr_1"
4803,"FZ","89","89","543g","CDI","O","C","ct_9",1785,"tr_1"
4815,"CA","35","35","625f","CDI","O","C","ct_9",1517,"tr_5"
4836,"MA","75","53","375a","CDI","O","C","ct_9",1820,"tr_3"
4840,"OZ",NA,NA,"523b","AUT","O","C","ct_1",1820,"tr_5"
4841,"HZ","38","38","451a","CDI","O","C","ct_9",1768,"tr_4"
4845,"KZ","95","92","467c","CDI","O","C","ct_9",1792,"tr_2"
4857,"QB","67","67","526a","CDI","O","C","ct_8",1669,"tr_4"
4863,"NZ","06","06","684a","CDI","O","C","ct_9",1061,"tr_1"
4868,"QB","67","67","563a","CDI","O","C",NA,127,NA
4881,"KZ","75","92","467c","CDI","O","C","ct_9",1755,"tr_6"
4900,"CC","33","33","676c","CDI","O","C","ct_9",2095,"tr_2"
4901,"SZ","49","49","543b","CDI","O","P","ct_8",390,"tr_2"
4906,"CG","62","62","387e","CDI","O","C","ct_9",1770,"tr_6"
4914,"HZ","78","78","451a","CDI","O","C","ct_9",1822,"tr_3"
4915,"QA","13","13","332b","CDI","O","C","ct_3",2441,"tr_6"
4921,"MA","69","69","372a","AUT","O","N","ct_9",3000,"tr_1"
4922,"QB","21","21","434a","CDI","O","C","ct_8",1820,"tr_4"
4928,"HZ","24","47","451a","CDI","O","P","ct_9",1274,"tr_4"
4938,"QB","74","74","526c","CDI","O","C","ct_8",1360,"tr_1"
4946,"SZ","75","75","441b","CDI","O","C","ct_8",1859,"tr_1"
4953,"GZ","06","06","462e","CDI","O","C","ct_9",1624,"tr_3"
4981,"DZ",NA,NA,"485a","CDI","O","C","ct_9",2020,"tr_5"
4984,"QA","59","59","432b","CDI","O","P","ct_3",910,"tr_6"
4990,"HZ","17","17","461b","CDI","O","C","ct_5",1820,"tr_5"
4997,"MC","95","75","461b","CDI","O","C","ct_8",2055,"tr_1"
5005,"HZ","49","49","641b","CDI","O","P","ct_9",792,"tr_3"
5006,"GZ","40","64","554h","CDI","O","P","ct_6",526,"tr_1"
5007,"FZ","80","80","632a","CDI","O","C","ct_9",1284,"tr_1"
5009,"QA","17","17","632k","CDI","O","P","ct_9",1564,"tr_4"
5015,"MB","06","06","479a","AUT","O","C","ct_1",1820,"tr_5"
5027,"QB","42","42","526a","CDI","O","P","ct_8",1560,"tr_5"
5032,"IZ","77","93","561d","CDI","O","C","ct_9",1067,"tr_3"
5036,"QA","75","75","451h","CDI","O","C","ct_9",1779,"tr_3"
5037,"TZ","14","14","563c","CDI","O","C",NA,1295,NA
5040,"QA","93","92","525d","CDI","O","C","ct_8",588,"tr_5"
5052,"QB","29","29","632k","CDI","O","C","ct_8",798,"tr_5"
5056,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
5059,"QB","30","30","525d","CDI","O","C","ct_8",2391,"tr_2"
5066,"QB","21","21","431f","CDI","O","P","ct_8",312,"tr_4"
5075,"QA","70","70","526e","CDI","O","C","ct_9",1936,"tr_2"
5077,"GZ","59","59","543c","CDI","O","C","ct_9",1568,"tr_2"
5084,"SZ","30","30","563b","CDI","O","P","ct_8",345,"tr_2"
5086,"CH","74","74","628c","CDI","O","C","ct_9",1318,"tr_5"
5091,"OZ","83","83","523b","AUT","O","C","ct_1",1820,"tr_4"
5127,"PZ",NA,NA,"525b","CDI","O","P","ct_8",1014,"tr_4"
5133,"QB","85","85","421b","TTP","O","C","ct_8",1218,"tr_3"
5134,"MA","44","44","642b","CDI","O","P","ct_9",944,"tr_3"
5157,"TZ","44","44","563c","CDD","O","C",NA,1005,NA
5172,"QB","91","91","542a","CDI","O","C","ct_8",1820,"tr_6"
5176,"OZ","77","77","531b","AUT","O","C","ct_2",2522,"tr_6"
5177,"MA","14","14","387f","CDI","O","C","ct_8",1704,"tr_1"
5191,"NZ","93","93","676a","CDI","O","C","ct_9",1827,"tr_6"
5201,"HZ","06","06","641b","CDI","O","C","ct_9",1814,"tr_4"
5203,"JA","91","75","373c","CDI","O","C","ct_9",910,"tr_3"
5204,"AZ","40","40","691e","CDI","O","P",NA,416,NA
5215,"DZ","41","41","477c","CDI","O","C","ct_9",1844,"tr_6"
5216,"FZ","16","16","632j","CDI","O","C","ct_9",1328,"tr_3"
5223,"CH","01","01","473c","CDI","O","C","ct_9",1958,"tr_5"
5235,"QB","45","45","526a","CDI","O","C","ct_9",954,"tr_4"
5244,"GZ","60","60","634a","CDI","O","C","ct_9",1743,"tr_4"
5245,"GZ","81","81","691e","CDI","O","P","ct_9",1615,"tr_1"
5254,"CJ","17","79","622g","CDI","O","C","ct_9",2005,"tr_4"
5255,"CJ","27","27","676c","CDI","O","C","ct_9",1204,"tr_3"
5263,"HZ","44","44","641b","CDI","O","P","ct_9",740,"tr_6"
5270,"LZ","75","92","462e","CDI","O","C","ct_9",1470,"tr_2"
5287,"GZ","76","76","433d","CDI","O","C","ct_6",455,"tr_1"
5288,"HZ","13","13","641b","CDI","O","C","ct_9",1445,"tr_5"
5293,"NZ","75","92","684a","CDI","O","P","ct_9",1466,"tr_6"
5316,"NZ","29","35","684a","CDI","O","P","ct_9",896,"tr_6"
5321,"CJ","21","21","673c","CDI","O","P","ct_9",1125,"tr_6"
5323,"OZ","56","56","543g","CDI","O","P","ct_8",728,"tr_4"
5326,"NZ","10","10","681b","CDI","O","C",NA,153,"tr_1"
5335,"GZ","94","75","542a","CDI","O","C","ct_9",1776,"tr_1"
5340,"MA","78","92","461d","CDI","O","C","ct_9",1820,"tr_6"
5343,"PZ","29","29","421b","CDI","O","C","ct_8",1821,"tr_2"
5348,"FZ","89","89","632f","CDI","O","C","ct_9",1581,"tr_3"
5352,"CJ","06","06","672a","CDI","O","P","ct_9",674,"tr_6"
5366,"QB","27","28","526d","CDI","O","P","ct_9",1141,"tr_4"
5371,"GZ","44","44","637d","CDI","O","C","ct_9",1648,"tr_3"
5372,"GZ","14","14","554a","CDI","O","C","ct_9",1783,"tr_6"
5380,"FZ","02","02","542a","CDI","O","P","ct_9",1560,"tr_1"
5397,"KZ","01","73","462c","CDI","O","C","ct_9",1820,"tr_1"
5422,"GZ","15","22","463c","CDI","O","C","ct_9",1205,"tr_6"
5426,"QB","33","33","525d","CDI","O","C","ct_8",1533,"tr_3"
5434,"OZ","74","74","523c","AUT","O","C","ct_2",1820,"tr_6"
5440,"QA","61","61","526a","CDI","O","C","ct_8",765,"tr_5"
5452,"CC","73","73","675b","CDI","O","C","ct_9",168,"tr_3"
5455,"IZ","67","67","561d","CDI","O","P","ct_9",1184,"tr_1"
5456,"IZ","33","33","377a","CDI","O","N","ct_9",217,"tr_1"
5461,"TZ","64","64","563a","CDI","O","C",NA,1070,NA
5466,"HZ","42","42","643a","CDI","O","P","ct_9",433,"tr_4"
5484,"FZ","69","69","543b","CDI","O","C","ct_9",1820,"tr_3"
5485,"GZ","77","95","373b","CDI","O","C","ct_9",1820,"tr_5"
5493,"QA","31","66","526a","CDI","O","P","ct_9",917,"tr_5"
5499,"GZ","36","45","545b","CDI","O","C","ct_9",1240,"tr_3"
5504,"QB","18","18","525d","CDI","O","P","ct_9",1492,"tr_4"
5505,"QB","62","62","525d","CDI","O","C","ct_9",1943,"tr_4"
5513,"QB","83","83","543h","CDI","O","P","ct_8",1533,"tr_6"
5532,"NZ","89","89","653a","TTP","O","C","ct_9",2002,"tr_1"
5540,"CG","62","62","676c","CDI","O","C","ct_9",1601,"tr_6"
5550,"CK","69","69","624c","CDI","O","C","ct_9",1842,"tr_5"
5563,"NZ","29","29","691c","TOA","O","C","ct_8",694,"tr_1"
5580,"QA","91","75","526a","CDI","O","C","ct_8",304,"tr_6"
5587,"HZ","57","57","642a","CDI","O","C","ct_9",455,"tr_1"
5591,"HZ","13","13","643a","CDI","O","C","ct_9",1750,"tr_4"
5603,"QB","10","10","563b","CDI","O","N","ct_7",700,"tr_0"
5611,"FZ","94","77","472c","CDI","O","C","ct_9",1680,"tr_3"
5613,"QA","79","79","451h","CDI","O","P","ct_3",1456,"tr_6"
5615,"CH","42","42","628c","CDI","O","C","ct_9",1494,"tr_4"
5626,"CA","33","33","625f","CDI","O","C","ct_9",777,"tr_6"
5634,"OZ","78","78","563a","AUT","O","C","ct_2",1820,"tr_6"
5636,"QB","37","37","525d","CDI","O","C","ct_8",1820,"tr_1"
5662,"HZ","17","17","461b","CDI","O","C","ct_5",1820,"tr_5"
5663,"CH","46","12","673a","CDI","O","C","ct_9",1491,"tr_3"
5668,"QB","28","28","563a","CDI","O","C","ct_8",1820,"tr_4"
5672,"QB","91","91","563b","CDI","O","C",NA,152,NA
5680,"PZ","51","51","421b","AUT","O","C","ct_2",1213,"tr_1"
5690,"KZ","01","69","543b","CDI","O","C","ct_9",1820,"tr_1"
5712,"QA","2B","2B","526e","CDI","O","C","ct_9",965,"tr_3"
5724,"QB","38","38","525d","CDI","O","C","ct_8",664,"tr_3"
5752,"FZ","75","94","632g","CDI","O","C","ct_9",1680,"tr_5"
5754,"CG","57","57","625c","CDI","O","C","ct_9",1934,"tr_6"
5757,"QB","13","13","525d","CDI","O","C","ct_9",1840,"tr_3"
5758,"SZ","19","19","461e","CDI","O","C","ct_4",1820,"tr_3"
5759,"CA","72","72","554a","CDI","O","C","ct_6",1594,"tr_1"
5762,"PZ","29","29","372d","CDI","O","P","ct_8",1204,"tr_1"
5763,"QA","24","24","526a","CDI","O","C","ct_9",1517,"tr_6"
5774,"QB","31","31","526a","CDI","O","P","ct_8",821,"tr_0"
5790,"QB","91","94","526a","CDI","O","C","ct_8",1820,"tr_4"
5792,"QB","48","48","563a","CDI","O","N","ct_7",998,"tr_1"
5798,"FZ","07","69","621a","CDI","O","C","ct_9",748,"tr_3"
5801,"CH","38","38","674d","CDI","O","C","ct_9",1147,"tr_6"
5813,"PZ","59","59","422e","CDI","O","C","ct_8",1764,"tr_5"
5815,"JA","44","44","653a","CDI","O","C","ct_9",1760,"tr_2"
5824,"QB","67","67","526d","CDI","O","C","ct_8",1825,"tr_4"
5829,"HZ","67","67","642b","CDI","O","C","ct_9",1014,"tr_4"
5842,"NZ","34","34","691e","TOA","O","C","ct_8",519,"tr_1"
5845,"MC","74","74","637d","CDI","O","P","ct_9",1781,"tr_1"
5851,"FZ","80","80","477b","CDI","O","C","ct_9",1874,"tr_2"
5853,"QB","57","57","525d","CDI","O","C","ct_8",815,"tr_1"
5856,"QB","51","51","691c","AUT","X","P","ct_8",1481,"tr_4"
5861,"NZ","13","13","631a","CDI","O","C","ct_9",302,"tr_4"
5876,"CM","44","44","627d","CDI","O","C","ct_9",1342,"tr_3"
5878,"FZ","43","43","632c","CDI","O","C","ct_9",1517,"tr_2"
5879,"PZ","60","60","691b","CDI","O","C","ct_6",2134,"tr_3"
5882,"CA","91","91","674c","CDI","O","C","ct_9",1268,"tr_1"
5891,"PZ","13","13","525b","CDI","O","P","ct_8",1472,"tr_5"
5909,"CK","58","58","674d","CDI","O","C","ct_9",1771,"tr_4"
5914,"NZ","75","75","564a","CDI","O","C","ct_8",1820,"tr_1"
5915,"SZ","95","95","435b","CDI","O","C",NA,131,NA
5932,"FZ",NA,NA,"632a","CDI","O","C","ct_9",1748,"tr_1"
5933,"QB","67","67","526a","CDI","O","C","ct_8",1796,"tr_4"
5935,"CA","21","21","625f","CDI","O","C","ct_9",1734,"tr_5"
5942,"IZ","2B","2B","561c","CDI","O","C","ct_9",188,"tr_0"
5948,"NZ","22","35","641a","TTP","O","C","ct_9",862,"tr_1"
5950,"HZ","90","70","641b","CDI","O","P","ct_9",591,"tr_3"
5951,"DZ","28","28","485a","CDI","O","C","ct_9",1820,"tr_4"
5953,"JA","56","56","684a","AUT","O","P",NA,200,NA
5986,"IZ","92","92","468a","CDI","O","C","ct_9",1109,"tr_4"
5993,"QA","42","69","431f","CDI","O","P","ct_9",2089,"tr_4"
6002,"QB","94","94","563b","AUT","X","P","ct_8",635,"tr_3"
6005,"QB","44","44","525d","CDI","O","P","ct_8",1571,"tr_3"
6006,"OZ","26","26","621f","AUT","O","P","ct_2",461,"tr_3"
6021,"HZ","71","71","653a","CDI","O","C","ct_9",1643,"tr_5"
6037,"QB","44","44","526a","CDI","O","P","ct_8",918,"tr_4"
6038,"CB","44","85","627b","CDI","O","C","ct_9",1501,"tr_4"
6042,"OZ","74","74","525a","CDI","O","N",NA,285,NA
6060,"GZ","57","57","554f","CDI","O","P","ct_9",1162,"tr_1"
6067,"CG","18","18","676c","CDI","O","C","ct_9",1764,"tr_5"
6080,"OZ","03","03","451g","AUT","O","C","ct_2",1820,"tr_6"
6084,"MA","73","73","543f","CDI","O","C","ct_9",1466,"tr_1"
6087,"IZ",NA,NA,"636d","CDI","O","C","ct_9",700,"tr_1"
6106,"QA","40","40","524a","AUT","X","C","ct_3",419,"tr_6"
6120,"LZ","59","59","462e","CDI","O","C","ct_9",1820,"tr_2"
6126,"HZ","35","35","466c","CDI","O","C","ct_9",1837,"tr_6"
6127,"FZ","59","62","632g","CDI","O","C","ct_9",1517,"tr_3"
6130,"IZ","95","95","468b","CDI","O","C","ct_9",1206,"tr_3"
6131,"CL","43","43","384b","CDI","O","C","ct_9",1655,"tr_6"
6137,"TZ","06","06","563c","CDI","O","N","ct_7",792,"tr_1"
6138,"GZ","59","59","683a","CDI","O","C","ct_9",1677,"tr_6"
6141,"QB","27","27","563a","CDI","O","N","ct_7",3000,"tr_1"
6144,"MA","03","03","462c","CDI","O","C","ct_9",1755,"tr_2"
6153,"PZ","67","67","423a","CDI","O","C","ct_6",1191,"tr_1"
